core,source_core_id,task_id,op_id,op,pipe,p2_start,p2_end,p2_duration,p3_start,p3_end,p3_duration,p3_cache_hit,p3_memory_path,start_diff,end_diff,duration_diff
1,0,0,1190,MATMUL,PIPE_M,251292,254388,3096,251292,254388,3096,,,0,0,0
1,0,0,1191,MATMUL,PIPE_M,272964,276060,3096,272964,276060,3096,,,0,0,0
1,0,0,1192,MATMUL,PIPE_M,294636,297732,3096,294636,297732,3096,,,0,0,0
1,0,0,1193,MATMUL,PIPE_M,316923,320019,3096,316923,320019,3096,,,0,0,0
1,0,0,1194,MATMUL,PIPE_M,339683,342779,3096,339683,342779,3096,,,0,0,0
1,0,0,1195,MATMUL,PIPE_M,361355,364451,3096,361355,364451,3096,,,0,0,0
1,0,0,1196,MATMUL,PIPE_M,383027,386123,3096,383027,386123,3096,,,0,0,0
1,0,0,1197,MATMUL,PIPE_M,404699,407795,3096,404699,407795,3096,,,0,0,0
1,0,0,1198,MATMUL,PIPE_M,426371,429467,3096,426371,429467,3096,,,0,0,0
1,0,0,1199,MATMUL,PIPE_M,448043,451139,3096,448043,451139,3096,,,0,0,0
1,0,0,1200,MATMUL,PIPE_M,469715,472811,3096,469715,472811,3096,,,0,0,0
1,0,0,1201,MATMUL,PIPE_M,491387,494483,3096,491387,494483,3096,,,0,0,0
1,0,0,1202,MATMUL,PIPE_M,513059,516155,3096,513059,516155,3096,,,0,0,0
1,0,0,1203,MATMUL,PIPE_M,535618,538714,3096,535618,538714,3096,,,0,0,0
1,0,0,1204,MATMUL,PIPE_M,557290,560386,3096,557290,560386,3096,,,0,0,0
1,0,0,1205,MATMUL,PIPE_M,580126,583222,3096,579780,582876,3096,,,-346,-346,0
1,0,0,1206,MATMUL,PIPE_M,605756,608852,3096,605548,608644,3096,,,-208,-208,0
1,0,0,1207,MATMUL,PIPE_M,627428,630524,3096,627220,630316,3096,,,-208,-208,0
1,0,0,1208,MATMUL,PIPE_M,649100,652196,3096,648892,651988,3096,,,-208,-208,0
1,0,0,1209,MATMUL,PIPE_M,673757,676853,3096,673588,676684,3096,,,-169,-169,0
1,0,0,1210,MATMUL,PIPE_M,695429,698525,3096,695260,698356,3096,,,-169,-169,0
1,0,0,1211,ADD,PIPE_V,705470,705878,408,705606,706014,408,,,136,136,0
1,0,0,1212,ADD,PIPE_V,717511,717919,408,717342,717750,408,,,-169,-169,0
1,0,0,1213,ADD,PIPE_V,720402,720810,408,720233,720641,408,,,-169,-169,0
1,0,0,1214,ADD,PIPE_V,726799,727207,408,726630,727038,408,,,-169,-169,0
1,0,0,1215,ADD,PIPE_V,727207,727615,408,727234,727642,408,,,27,27,0
1,0,0,1216,ADD,PIPE_V,735882,736290,408,735713,736121,408,,,-169,-169,0
1,0,0,1217,ADD,PIPE_V,738773,739181,408,738604,739012,408,,,-169,-169,0
1,0,0,1218,ADD,PIPE_V,739183,739591,408,739014,739422,408,,,-169,-169,0
1,0,0,1219,ADD,PIPE_V,739591,739999,408,739668,740076,408,,,77,77,0
1,0,0,1220,ADD,PIPE_V,744965,745373,408,744796,745204,408,,,-169,-169,0
1,0,0,1221,ADD,PIPE_V,748471,748879,408,748302,748710,408,,,-169,-169,0
1,0,0,1222,ADD,PIPE_V,748879,749287,408,748741,749149,408,,,-138,-138,0
1,0,0,1223,ADD,PIPE_V,757566,757974,408,757385,757793,408,,,-181,-181,0
1,0,0,1224,ADD,PIPE_V,761275,761683,408,761140,761548,408,,,-135,-135,0
1,0,0,1225,ADD,PIPE_V,761683,762091,408,761548,761956,408,,,-135,-135,0
1,0,0,1226,ADD,PIPE_V,762091,762499,408,761956,762364,408,,,-135,-135,0
1,0,0,1227,ADD,PIPE_V,762499,762907,408,762364,762772,408,,,-135,-135,0
1,0,0,1228,ADD,PIPE_V,767262,767670,408,767081,767489,408,,,-181,-181,0
1,0,0,1229,ADD,PIPE_V,767670,768078,408,767489,767897,408,,,-181,-181,0
1,0,0,1230,ADD,PIPE_V,768078,768486,408,767897,768305,408,,,-181,-181,0
1,0,0,1231,ADD,PIPE_V,768486,768894,408,768305,768713,408,,,-181,-181,0
1,0,0,1232,ADD,PIPE_V,776550,776958,408,776369,776777,408,,,-181,-181,0
1,0,0,1233,ADD,PIPE_V,779646,780054,408,779465,779873,408,,,-181,-181,0
1,0,0,1234,ADD,PIPE_V,780054,780462,408,779873,780281,408,,,-181,-181,0
1,0,0,1333,MATMUL,PIPE_M,242004,245100,3096,242004,245100,3096,,,0,0,0
1,0,0,1334,MATMUL,PIPE_M,263676,266772,3096,263676,266772,3096,,,0,0,0
1,0,0,1335,MATMUL,PIPE_M,285348,288444,3096,285348,288444,3096,,,0,0,0
1,0,0,1336,MATMUL,PIPE_M,307020,310116,3096,307020,310116,3096,,,0,0,0
1,0,0,1337,MATMUL,PIPE_M,329307,332403,3096,329307,332403,3096,,,0,0,0
1,0,0,1338,MATMUL,PIPE_M,352067,355163,3096,352067,355163,3096,,,0,0,0
