attempt_id,artifact,path,sha256
farmeruncle123-farmer-q1-v3-20260924-P1-001-k1-official-singlecore,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-001-k1-official-singlecore/run.json,1f4dfe6a7b8ed5d27a630401761ae9e9ea2646ce1283c894a54366602fda6ea9
farmeruncle123-farmer-q1-v3-20260924-P1-001-k1-official-singlecore,log,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-001-k1-official-singlecore/cmd.txt,c2b4a17d221b06c1adc80d0c93f0456f748cfa813c583c4ca6a68a548a9dac12
farmeruncle123-farmer-q1-v3-20260924-P1-002-k2-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k2-seed0-repeat0-v2arch/plan.json,d4206a99eba4d9b3c94701ed919fc9eee103dffbcde9ec0e13e8b3fc80fcdd8d
farmeruncle123-farmer-q1-v3-20260924-P1-002-k2-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k2-seed0-repeat0-v2arch/result.json.gz,2d46816e1156594646ca8ea9de1af094085ca436458d694aa5522d4072202463
farmeruncle123-farmer-q1-v3-20260924-P1-002-k2-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k2-seed0-repeat0-v2arch/run.json,12eae0cdb09edd4e78962fd79f253e691babba401d6fe55deaeb389c3a397e29
farmeruncle123-farmer-q1-v3-20260924-P1-002-k3-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k3-seed0-repeat0-v2arch/plan.json,254697ad882e7d6e3d9c59fb9888acb7445795ff64f44e568645ccfdb48ed43e
farmeruncle123-farmer-q1-v3-20260924-P1-002-k3-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k3-seed0-repeat0-v2arch/result.json.gz,7cf3744be06ca0e068060dffa4fd5c19a57d061731338454181e4ac01f7649cc
farmeruncle123-farmer-q1-v3-20260924-P1-002-k3-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k3-seed0-repeat0-v2arch/run.json,047d8842862bdea32d808eac67977b0a8df563a56c13320f110e24d225578664
farmeruncle123-farmer-q1-v3-20260924-P1-002-k4-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k4-seed0-repeat0-v2arch/plan.json,a6e6bbc1b00dcddcd885fc0669253bf8051ccbe76e9c5f4c3787357d7d80103a
farmeruncle123-farmer-q1-v3-20260924-P1-002-k4-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k4-seed0-repeat0-v2arch/result.json.gz,6505433e950f964f84f5a2f46ae9e81c1b269919d56c52ac18323ebb88d92183
farmeruncle123-farmer-q1-v3-20260924-P1-002-k4-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k4-seed0-repeat0-v2arch/run.json,15dda9337d85b47881ba48397d5399b51169c423f93c87522defa261f8aedbce
farmeruncle123-farmer-q1-v3-20260924-P1-002-k5-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k5-seed0-repeat0-v2arch/plan.json,a075834e57a23ed7c3d6fc50c9bd4e4767271572e23045c8b0c753f98bd81a4c
farmeruncle123-farmer-q1-v3-20260924-P1-002-k5-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k5-seed0-repeat0-v2arch/result.json.gz,6af441fe9caa2e8bc4e9e4c86de00f13e40136825e3e47169f0862a7eabdbc58
farmeruncle123-farmer-q1-v3-20260924-P1-002-k5-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k5-seed0-repeat0-v2arch/run.json,c20106f86e4b176af367f7b6a063a9421a956fa1bc6f01264b6157402aa1b186
farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore/plan.json,6469797ccd972e2e907b538a3409c5031c105445123bdfef8c9fedef2e1448e2
farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore/result.json.gz,5c33662b17da04a0d7f07d4fa3f625491b15e2023a55c27cd43d20cb8ccbda38
farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore/run.json,12845eb84c48ab3bfecfaf29135ca6a38f8b7af63b86542b574286385a73cb3b
farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore,log,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-002-k1-official-singlecore/cmd.txt,7c8c98e4569e28ddbbc4dc82381e3822ef5ec0c4973303233d20578ec9523b87
farmeruncle123-farmer-q1-v3-20260924-P1-003-k2-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k2-seed0-repeat0-v2arch/plan.json,e03d8775b4a98f30049e0319ede3718f5b8fc421422de434bb43a0f82198c6f7
farmeruncle123-farmer-q1-v3-20260924-P1-003-k2-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k2-seed0-repeat0-v2arch/result.json.gz,1803c29a3082f6829374aca06e71599735475c1fff8bbc8e6f4cac55497eb2b4
farmeruncle123-farmer-q1-v3-20260924-P1-003-k2-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k2-seed0-repeat0-v2arch/run.json,72444ac6fedf41abdc5429ccf27e8a7acf8685d363d6667f3eadfba24f05f879
farmeruncle123-farmer-q1-v3-20260924-P1-003-k3-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k3-seed0-repeat0-v2arch/plan.json,96e2deb1c523e0a244218630baae2de00a2cde04c67465ceab02505d72a30723
farmeruncle123-farmer-q1-v3-20260924-P1-003-k3-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k3-seed0-repeat0-v2arch/result.json.gz,935c392e741072b434938b3b02955b348c6cbd76df3373eee002f5933cb15bba
farmeruncle123-farmer-q1-v3-20260924-P1-003-k3-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k3-seed0-repeat0-v2arch/run.json,955847fa00515b09ec703a6b76e620aaa6fff0e4ce96c224f3add1c76eabf79e
farmeruncle123-farmer-q1-v3-20260924-P1-003-k4-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k4-seed0-repeat0-v2arch/plan.json,efa0dc36f01f8b82985c6e0b2cd3987bfaa9e7a20db3bac0cbfb46bc1060e84c
farmeruncle123-farmer-q1-v3-20260924-P1-003-k4-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k4-seed0-repeat0-v2arch/result.json.gz,32e55471a81bbc9b23c6bf06d6c5d2259161491fe69f3f9940cf35ee16490361
farmeruncle123-farmer-q1-v3-20260924-P1-003-k4-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k4-seed0-repeat0-v2arch/run.json,0d8fd0fb57634ca5b339ce2ddbea31941f902c16d5b163ba439d5beed54ef679
farmeruncle123-farmer-q1-v3-20260924-P1-003-k5-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k5-seed0-repeat0-v2arch/plan.json,7f9866db3d52ca7e391165899e5bf40ee9a0ae3b6a44cb4ddbf5131733edce8d
farmeruncle123-farmer-q1-v3-20260924-P1-003-k5-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k5-seed0-repeat0-v2arch/result.json.gz,fa8388fc4cadf8d17b3108cbfe50794bfa7de5237bc35c119dbfec94bca48e43
farmeruncle123-farmer-q1-v3-20260924-P1-003-k5-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k5-seed0-repeat0-v2arch/run.json,1142f5804a52d22a9630c6b9c001da8a9106c92ad93136c2d841ba8dc418688b
farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore/plan.json,68f74fe74ed01f3813a16bdc66a646d5ade43d794cbd54abe68d73a9d75cb22a
farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore/result.json.gz,641b4f2792282e9b36dbf240d19c63a98f810a12a4949b19a008011ed2036a64
farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore/run.json,fdda79a5445f2c16eafa4cef8e094e13e4c4f77b97dd30333f5b996bd23cd236
farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore,log,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-003-k1-official-singlecore/cmd.txt,b3df685c4774b5d15683c02e923ce7fc47e4372f84cc39e0ea1023eb6ece15d4
farmeruncle123-farmer-q1-v3-20260924-P1-004-k2-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k2-seed0-repeat0-v2arch/plan.json,5e454fc70477e99af756b4e5145b47320903d2c18445d233eecf91eb9483ac74
farmeruncle123-farmer-q1-v3-20260924-P1-004-k2-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k2-seed0-repeat0-v2arch/result.json.gz,62567f166b35e583ae9b9c04cd9b59d8dcbe12335647cb6fb740824828069e9d
farmeruncle123-farmer-q1-v3-20260924-P1-004-k2-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k2-seed0-repeat0-v2arch/run.json,3ea6b8fbe3d819ffc1c1ccc84dc986637c80bdc5b346926242fa0c880c857128
farmeruncle123-farmer-q1-v3-20260924-P1-004-k3-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k3-seed0-repeat0-v2arch/plan.json,d76133e6ce40cdfb1eb40146a721dbbe1c799160f03a27ae57ec649622bd83d3
farmeruncle123-farmer-q1-v3-20260924-P1-004-k3-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k3-seed0-repeat0-v2arch/result.json.gz,2010db892918ca0793778f8857968908f4057e96a14b5e6139ce584ff8118a8a
farmeruncle123-farmer-q1-v3-20260924-P1-004-k3-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k3-seed0-repeat0-v2arch/run.json,ea4c754ed665241ba5a5d7be0ef7ee30a5c84d69cc1a8a5dda56ccde404a1566
farmeruncle123-farmer-q1-v3-20260924-P1-004-k4-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k4-seed0-repeat0-v2arch/plan.json,992fe17607687ca322b497b84a7a24e243ec1df9f0d9de2520b368ccee269364
farmeruncle123-farmer-q1-v3-20260924-P1-004-k4-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k4-seed0-repeat0-v2arch/result.json.gz,4d0720d1ecae5450c7e9bbb1f84279aa44cb572e8c610e0ec5f1c42187e5f8ed
farmeruncle123-farmer-q1-v3-20260924-P1-004-k4-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k4-seed0-repeat0-v2arch/run.json,61cf677aec89ab8004f57405136ddbc333c984735c228f72d4f7cc194871a01e
farmeruncle123-farmer-q1-v3-20260924-P1-004-k5-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k5-seed0-repeat0-v2arch/plan.json,078c5a9c39734831303025997f4e1ff389c4182abb89c455eca0e332b651fc17
farmeruncle123-farmer-q1-v3-20260924-P1-004-k5-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k5-seed0-repeat0-v2arch/result.json.gz,bba0ebd7f1d4d53b91ed11fb6bd4eb277fb48a75df020f07521fb08744fa2ba7
farmeruncle123-farmer-q1-v3-20260924-P1-004-k5-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k5-seed0-repeat0-v2arch/run.json,39e720f07178202a96c32641d70e50c0d365c0e48c3a47f8a7ce0f7e8decd71e
farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore/plan.json,d3fcfaa81e6e0a536934e841933d1f2f19b04855858732e582683c4c1b8d82f0
farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore/result.json.gz,ed8441ad971c5dc9e5f1a1484c3f075717ed9e526b0aebf44cd84bd6e5d258e3
farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore/run.json,e594eb696640d61c17522a802a8088d9e73c712159e0f526a98d8db449a0bb6b
farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore,log,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-004-k1-official-singlecore/cmd.txt,8c19de42400d5411917db767934c6029ce2dc721407a4ce78c908721620aa36a
farmeruncle123-farmer-q1-v3-20260924-P1-005-k2-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k2-seed0-repeat0-v2arch/plan.json,587ab1115e861baf9cef454e31810fff623218a560e5a30645faebcfe68213d9
farmeruncle123-farmer-q1-v3-20260924-P1-005-k2-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k2-seed0-repeat0-v2arch/result.json.gz,3a2bae17a78836fc91e3f08380fded87099f89ded07018e06a7b6bac89425d08
farmeruncle123-farmer-q1-v3-20260924-P1-005-k2-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k2-seed0-repeat0-v2arch/run.json,e5ab26a39106a6832444284fdff8347fcb5b9400972f6586b3fc1f18dd646426
farmeruncle123-farmer-q1-v3-20260924-P1-005-k3-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k3-seed0-repeat0-v2arch/plan.json,c72ccc6d59f500fd19504c59980b99e767222577bdcaf1e0f5d0967927e59ef3
farmeruncle123-farmer-q1-v3-20260924-P1-005-k3-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k3-seed0-repeat0-v2arch/result.json.gz,11a2515b83c3c4733f2e046d526a8cbcfcda134c48dd54bcaff6cf227ece1b16
farmeruncle123-farmer-q1-v3-20260924-P1-005-k3-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k3-seed0-repeat0-v2arch/run.json,01cb845416be35aaa37f5e1d287e6dfde4b55ab9302249fbbfed457269831be0
farmeruncle123-farmer-q1-v3-20260924-P1-005-k4-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k4-seed0-repeat0-v2arch/plan.json,f2ae6c8bd8d8c6ff01f322e79f77274278a6518934e72d38ec4abea3537feace
farmeruncle123-farmer-q1-v3-20260924-P1-005-k4-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k4-seed0-repeat0-v2arch/result.json.gz,c8e533e40a0140fb575f31c378f5e269828dce03cb83f1c00798243cf72b203c
farmeruncle123-farmer-q1-v3-20260924-P1-005-k4-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k4-seed0-repeat0-v2arch/run.json,4d87e82dc9718666e1863ecee6fe116b0a0a5082fc75e3d4caf2ae140830a552
farmeruncle123-farmer-q1-v3-20260924-P1-005-k5-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k5-seed0-repeat0-v2arch/plan.json,fc9261f697369daa24d639e041ea4e9bd7a3b0472b63df8bc2075bb29d5b11ef
farmeruncle123-farmer-q1-v3-20260924-P1-005-k5-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k5-seed0-repeat0-v2arch/result.json.gz,fe37fef20ef5027175b3da0df76fdfcfbb74f380d241637beb5fb1002854a457
farmeruncle123-farmer-q1-v3-20260924-P1-005-k5-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k5-seed0-repeat0-v2arch/run.json,a3f9c2114f8174e401d5a5f88d8b38c5d77c8b683a7daf9afcc2f05014939d25
farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore/plan.json,910bfd0ab56d7902c864e989c33c83acffce687f554206bac60c97084f212fe5
farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore/result.json.gz,2b7bd6907a081f07d2891302017dfa5d6246033e047f6b9e61cac49dd77b8f73
farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore/run.json,540bad398d474f39e5b77ffe564acbe0b29f4647bc48d8679d20b7a43f5f725b
farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore,log,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-005-k1-official-singlecore/cmd.txt,9c8283f193aaf7c5c1dbec5ab3653b29dd288ba3ba2c73b52f38214d57ce48c7
farmeruncle123-farmer-q1-v3-20260924-P1-006-k2-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k2-seed0-repeat0-v2arch/plan.json,1564d5188fd00aff3f807e0f8f4b164c6b8a0d3fd99dd5ab5cc3068d333b4761
farmeruncle123-farmer-q1-v3-20260924-P1-006-k2-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k2-seed0-repeat0-v2arch/result.json.gz,da0232bc332043f80c8135b359ec310f359dcade4080452d7d85804958d25f32
farmeruncle123-farmer-q1-v3-20260924-P1-006-k2-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k2-seed0-repeat0-v2arch/run.json,1a50bdaf7dff47c015bcd1095e0081af435e96939da9f60882306a185c688a58
farmeruncle123-farmer-q1-v3-20260924-P1-006-k3-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k3-seed0-repeat0-v2arch/plan.json,08bcc2976448087ae2009a10791fb998c595091ee46d4ed4687d3adb693ab9ff
farmeruncle123-farmer-q1-v3-20260924-P1-006-k3-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k3-seed0-repeat0-v2arch/result.json.gz,3ff66e0eb905fa0b175daa10d46f49259c0096725466abc45ce307be647e6409
farmeruncle123-farmer-q1-v3-20260924-P1-006-k3-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k3-seed0-repeat0-v2arch/run.json,1368e8c2bca5301b2329c8fd9cd1ac839f229a61f1526c479ee1938fb9ff0cbd
farmeruncle123-farmer-q1-v3-20260924-P1-006-k4-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k4-seed0-repeat0-v2arch/plan.json,715d3f0b81a60f96e4294cb1485b28482e2f94789aa3ba46c1b0aea22d22f333
farmeruncle123-farmer-q1-v3-20260924-P1-006-k4-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k4-seed0-repeat0-v2arch/result.json.gz,4298e1a5f92200d1f8cefe05835e61cc6338ac010808526989e5f7b5ddb001e6
farmeruncle123-farmer-q1-v3-20260924-P1-006-k4-seed0-repeat0-v2arch,run,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k4-seed0-repeat0-v2arch/run.json,088e61f69f9011107d6cbc35e07d2ffbf1c93c265de418077f7a161a759e8ffe
farmeruncle123-farmer-q1-v3-20260924-P1-006-k5-seed0-repeat0-v2arch,plan,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k5-seed0-repeat0-v2arch/plan.json,6cddca00eaae07f0d692717725807fef867834c4204026a38b0f1b28a026fa8b
farmeruncle123-farmer-q1-v3-20260924-P1-006-k5-seed0-repeat0-v2arch,result,results/a/p123-report-farmer/board-push/farmeruncle123-farmer-q1-v3-20260924-P1-006-k5-seed0-repeat0-v2arch/result.json.gz,93159dbe13e9f61ced15010d99771e7932de20d4be757fb83eb53bf88967f0bf
