batch,case_id,cores,variant,route,new_makespan_cycles,old_tensor_makespan_cycles,makespan_change_cycles,makespan_comparison,new_B_over_M,old_tensor_B_over_M,new_extra_ddr_bytes,old_tensor_extra_ddr_bytes,extra_ddr_change_bytes,new_spill_bytes,old_tensor_spill_bytes,spill_change_bytes,new_solver_wall_seconds,old_tensor_solver_wall_seconds,new_external_E0_wall_seconds,old_tensor_external_E0_wall_seconds,new_run_path,old_run_path
round10a,066,1,capacity_window,capacity_window,348773,349025,-252,better,1.0295235009590766,1.0287801733400186,0,0,0,0,0,0,1.2801117999988492,1.537108000000444,3.532330099998944,3.9421703000007255,results/a/q2-yuanzhifang/feedback-20260924/round10a/066-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round6c/066-tensor_packet/run.json
round10a,068,1,capacity_window,capacity_window,348358,348358,0,equal,1.0394335712112253,1.0394335712112253,0,0,0,0,0,0,1.5235235000000102,1.4617811999996775,3.3850664000019606,4.472394399999757,results/a/q2-yuanzhifang/feedback-20260924/round10a/068-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round6c/068-tensor_packet/run.json
round11b,069,1,gap_packet,join_gap_packet,19325,24009,-4684,better,1.3011125485122899,1.0472739389395642,0,0,0,0,0,0,0.8905917999982194,0.8796030000012252,0.7718736999995599,1.2683051000021806,results/a/q2-yuanzhifang/feedback-20260924/round11b/069-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round6c/069-tensor_packet/run.json
round10b,001,4,capacity_window,capacity_window,58984,78028,-19044,better,3.952088702020887,2.9875173014815193,3456,626048,-622592,0,622592,-622592,0.9498420999989321,0.9383589000008214,0.9145322000003944,1.4036611999999877,results/a/q2-yuanzhifang/feedback-20260924/round10b/001-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5a/001-tensor_packet/run.json
round11a,003,4,gap_packet,join_gap_packet,194517,514387,-319870,better,3.095935059660595,1.1707372075888387,8511810,294912,8216898,0,0,0,8.600767399999313,2.036682199999632,13.925843299999542,16.16750139999931,results/a/q2-yuanzhifang/feedback-20260924/round11a/003-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5a/003-tensor_packet/run.json
round11a,005,4,gap_packet,join_gap_packet,48950,64838,-15888,better,1.9533810010214505,1.4747216138684105,2428690,2327314,101376,0,0,0,2.733317399997759,4.1877368000004935,4.013599500001874,4.46896679999918,results/a/q2-yuanzhifang/feedback-20260924/round11a/005-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5a/005-tensor_packet/run.json
round10b,007,4,capacity_window,capacity_window,246118,417689,-171571,better,4.1141322455082525,2.4242007809638273,82944,11810304,-11727360,0,11727360,-11727360,1.0310156999985338,1.3380965999986074,1.708623800001078,5.887221599999975,results/a/q2-yuanzhifang/feedback-20260924/round10b/007-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5a/007-tensor_packet/run.json
round10b,013,4,capacity_window,capacity_window,66982,81714,-14732,better,3.9405959810098237,3.2301563991482487,24576,24576,0,0,0,0,0.656413299999258,1.6634023999995406,1.0564034999988507,1.6019376999993256,results/a/q2-yuanzhifang/feedback-20260924/round10b/013-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5a/013-tensor_packet/run.json
round10b,025,4,capacity_window,capacity_window,1177484,2650833,-1473349,better,4.130014505504958,1.834527486265638,82944,95278080,-95195136,0,95195136,-95195136,3.2085182999981043,4.049182300001121,11.047204899998178,26.368408199999976,results/a/q2-yuanzhifang/feedback-20260924/round10b/025-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5a/025-tensor_packet/run.json
round10b,036,4,capacity_window,capacity_window,233584,503212,-269628,better,3.987901568600589,1.8511283514701558,3456,11226496,-11223040,0,11223040,-11223040,1.0730082000009133,0.8981052000017371,1.8322561000022688,2.3890535999998974,results/a/q2-yuanzhifang/feedback-20260924/round10b/036-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/036-tensor_packet/run.json
round10b,037,4,capacity_window,capacity_window_guard_unchanged,53852,53852,0,equal,3.8995951868082894,3.8995951868082894,614400,614400,0,0,0,0,0.6248267000009946,0.7385649999996531,1.094028999999864,1.2291384000000107,results/a/q2-yuanzhifang/feedback-20260924/round10b/037-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/037-tensor_packet/run.json
round10b,050,4,capacity_window,heavy_component_packet_override,71014,103057,-32043,better,2.107894218041513,1.4524971617648486,1529690,6912,1522778,0,0,0,1.0879307000031986,0.9834002999996301,3.864343299999746,3.353601600001639,results/a/q2-yuanzhifang/feedback-20260924/round10b/050-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/050-tensor_packet/run.json
round11a,050,4,gap_packet,join_gap_packet,52020,103057,-51037,better,2.8775470972702806,1.4524971617648486,2466434,6912,2459522,0,0,0,2.8636437999994087,0.9834002999996301,2.943494600000122,3.353601600001639,results/a/q2-yuanzhifang/feedback-20260924/round11a/050-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/050-tensor_packet/run.json
round10b,061,4,capacity_window,heavy_component_packet_override,22400,27318,-4918,better,3.446026785714286,2.825646094150377,128512,59904,68608,0,0,0,0.6196459000020695,0.454044399999475,1.333231499997055,1.2253228000008676,results/a/q2-yuanzhifang/feedback-20260924/round10b/061-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/061-tensor_packet/run.json
round10b,066,4,capacity_window,heavy_component_packet_override,157982,247248,-89266,better,2.272853869428163,1.4522665501844303,4754212,19200,4735012,0,0,0,1.5944829000000027,0.818823199999315,4.342550199999096,3.452529099999083,results/a/q2-yuanzhifang/feedback-20260924/round10b/066-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/066-tensor_packet/run.json
round11a,066,4,gap_packet,join_gap_packet,117477,247248,-129771,better,3.056513189815879,1.4522665501844303,4461784,19200,4442584,0,0,0,4.55437300000267,0.818823199999315,5.070465000000695,3.452529099999083,results/a/q2-yuanzhifang/feedback-20260924/round11a/066-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/066-tensor_packet/run.json
round10b,068,4,capacity_window,heavy_component_packet_override,147316,292385,-145069,better,2.457947541339705,1.2384185235220686,3384362,0,3384362,0,0,0,1.4333321000012802,0.84061870000005,3.486664300002303,2.749473300000318,results/a/q2-yuanzhifang/feedback-20260924/round10b/068-capacity_window/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/068-tensor_packet/run.json
round11a,068,4,gap_packet,join_gap_packet,135357,292385,-157028,better,2.675111002755676,1.2384185235220686,4239404,0,4239404,0,0,0,4.2220057000013185,0.84061870000005,3.726400499999727,2.749473300000318,results/a/q2-yuanzhifang/feedback-20260924/round11a/068-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/068-tensor_packet/run.json
round11a,069,4,gap_packet,join_gap_packet,12267,16270,-4003,better,2.049726909594848,1.545421020282729,506930,535532,-28602,0,0,0,0.9084287000005133,0.46564029999899503,0.929402999998274,0.9998916999993526,results/a/q2-yuanzhifang/feedback-20260924/round11a/069-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round5b/069-tensor_packet/run.json
round11c,005,5,gap_packet,join_gap_packet,47017,58532,-11515,better,2.0336899419358954,1.6336021321670198,2346552,2165300,181252,0,0,0,3.843399600002158,1.7729501000030723,2.1319631000005757,4.461025499997049,results/a/q2-yuanzhifang/feedback-20260924/round11c/005-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round9a/005-tensor_packet/run.json
round11c,069,5,gap_packet,join_gap_packet,12679,16295,-3616,better,1.9831216972947394,1.5430500153421294,536664,522926,13738,0,0,0,0.9295074999972712,0.7107095999999729,1.079547500001354,1.3720173000001523,results/a/q2-yuanzhifang/feedback-20260924/round11c/069-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round9c/069-tensor_packet/run.json
round11c,071,5,gap_packet,join_gap_packet,10529,14522,-3993,better,1.7968468040649634,1.3027819859523482,394488,380624,13864,0,0,0,0.8082523000011861,0.8590384000017366,0.6841084000006958,1.4892902999999933,results/a/q2-yuanzhifang/feedback-20260924/round11c/071-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round9c/071-tensor_packet/run.json
round11c,086,5,gap_packet,join_gap_packet,66039,67995,-1956,better,1.7929253925710564,1.7413486285756306,3458936,2521524,937412,0,0,0,3.5226484000013443,0.985397100001137,3.212394200003473,3.126898499998788,results/a/q2-yuanzhifang/feedback-20260924/round11c/086-gap_packet/run.json,results/a/q2-yuanzhifang/feedback-20260924/round9c/086-tensor_packet/run.json
