case,problem,cores,algorithm,status,makespan_cycles,singlecore_cycles,multicore_speedup,solver_wall_seconds,e0_wall_seconds,data_movement_bytes,cache_hit_rate,no_cache_makespan_cycles,cache_speedup,error,source_commit,result_path
057,P1,1,official_singlecore_baseline,ok,59726,59726,1.0,,,"{""original_graph_copy_bytes"": 342460, ""scheduled_copy_bytes"": 436676, ""added_copy_bytes"": 94216, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 94216}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/057/e0/result.json.gz
057,P1,2,q1_search_32_seed0,ok,30588,59726,1.9525957891983785,39.67944250000073,0.8600000000005821,"{""original_graph_copy_bytes"":342460,""scheduled_copy_bytes"":377078,""added_copy_bytes"":34618,""partition_added_copy_bytes"":34618,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/057/k2/search/e0_best/result.json.gz
057,P1,3,q1_search_32_seed0,ok,21014,59726,2.842200437803369,42.37656339999921,0.8590000000003783,"{""original_graph_copy_bytes"":342460,""scheduled_copy_bytes"":356860,""added_copy_bytes"":14400,""partition_added_copy_bytes"":14400,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/057/k3/search/e0_best/result.json.gz
057,P1,4,q1_search_32_seed0,ok,16655,59726,3.5860702491744223,41.96559100000013,1.0310000000008586,"{""original_graph_copy_bytes"":342460,""scheduled_copy_bytes"":370684,""added_copy_bytes"":28224,""partition_added_copy_bytes"":28224,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/057/k4/search/e0_best/result.json.gz
057,P1,5,q1_search_32_seed0,ok,14055,59726,4.249448594806119,35.43116460000056,0.8279999999995198,"{""original_graph_copy_bytes"":342460,""scheduled_copy_bytes"":412732,""added_copy_bytes"":70272,""partition_added_copy_bytes"":70272,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/057/k5/search/e0_best/result.json.gz
058,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/058/e0/result.json.gz
058,P1,2,q1_search_32_seed0,error,,,,66.52577670000028,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,
058,P1,3,q1_search_32_seed0,error,,,,65.96849330000077,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,
058,P1,4,q1_search_32_seed0,error,,,,73.82332359999964,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,
058,P1,5,q1_search_32_seed0,error,,,,67.05679249999957,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,
059,P1,1,official_singlecore_baseline,ok,829473,829473,1.0,,,"{""original_graph_copy_bytes"": 1343488, ""scheduled_copy_bytes"": 3035136, ""added_copy_bytes"": 1691648, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 1691648}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/059/e0/result.json.gz
060,P1,1,official_singlecore_baseline,ok,888789,888789,1.0,,,"{""original_graph_copy_bytes"": 2099006, ""scheduled_copy_bytes"": 4167526, ""added_copy_bytes"": 2068520, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 2068520}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/060/e0/result.json.gz
061,P1,1,official_singlecore_baseline,ok,77191,77191,1.0,,,"{""original_graph_copy_bytes"": 544188, ""scheduled_copy_bytes"": 544188, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/061/e0/result.json.gz
062,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/062/e0/result.json.gz
063,P1,1,official_singlecore_baseline,ok,1070397,1070397,1.0,,,"{""original_graph_copy_bytes"": 5021184, ""scheduled_copy_bytes"": 5021184, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/063/e0/result.json.gz
064,P1,1,official_singlecore_baseline,ok,19116,19116,1.0,,,"{""original_graph_copy_bytes"": 37414, ""scheduled_copy_bytes"": 37414, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/064/e0/result.json.gz
065,P1,1,official_singlecore_baseline,ok,53068,53068,1.0,,,"{""original_graph_copy_bytes"": 316202, ""scheduled_copy_bytes"": 316202, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/065/e0/result.json.gz
066,P1,1,official_singlecore_baseline,ok,359070,359070,1.0,,,"{""original_graph_copy_bytes"": 1107034, ""scheduled_copy_bytes"": 1107034, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/066/e0/result.json.gz
067,P1,1,official_singlecore_baseline,ok,63834834,63834834,1.0,,,"{""original_graph_copy_bytes"": 6048128, ""scheduled_copy_bytes"": 270497536, ""added_copy_bytes"": 264449408, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 264449408}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/067/e0/result.json.gz
068,P1,1,official_singlecore_baseline,ok,362095,362095,1.0,,,"{""original_graph_copy_bytes"": 2771250, ""scheduled_copy_bytes"": 2771250, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/068/e0/result.json.gz
069,P1,1,official_singlecore_baseline,ok,25144,25144,1.0,,,"{""original_graph_copy_bytes"": 126054, ""scheduled_copy_bytes"": 126054, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/069/e0/result.json.gz
070,P1,1,official_singlecore_baseline,ok,117300,117300,1.0,,,"{""original_graph_copy_bytes"": 419964, ""scheduled_copy_bytes"": 419964, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/070/e0/result.json.gz
071,P1,1,official_singlecore_baseline,ok,18919,18919,1.0,,,"{""original_graph_copy_bytes"": 121446, ""scheduled_copy_bytes"": 121446, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/071/e0/result.json.gz
072,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/072/e0/result.json.gz
073,P1,1,official_singlecore_baseline,ok,10081626,10081626,1.0,,,"{""original_graph_copy_bytes"": 4041088, ""scheduled_copy_bytes"": 145611520, ""added_copy_bytes"": 141570432, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 141570432}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/073/e0/result.json.gz
074,P1,1,official_singlecore_baseline,ok,1682239,1682239,1.0,,,"{""original_graph_copy_bytes"": 3776728, ""scheduled_copy_bytes"": 9847008, ""added_copy_bytes"": 6070280, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 6070280}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/074/e0/result.json.gz
075,P1,1,official_singlecore_baseline,ok,1441809,1441809,1.0,,,"{""original_graph_copy_bytes"": 1837190, ""scheduled_copy_bytes"": 1837190, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/075/e0/result.json.gz
076,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/076/e0/result.json.gz
077,P1,1,official_singlecore_baseline,ok,495320,495320,1.0,,,"{""original_graph_copy_bytes"": 2141360, ""scheduled_copy_bytes"": 2141360, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/077/e0/result.json.gz
078,P1,1,official_singlecore_baseline,ok,2296143,2296143,1.0,,,"{""original_graph_copy_bytes"": 2345088, ""scheduled_copy_bytes"": 14989656, ""added_copy_bytes"": 12644568, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 12644568}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/078/e0/result.json.gz
079,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/079/e0/result.json.gz
080,P1,1,official_singlecore_baseline,ok,292138,292138,1.0,,,"{""original_graph_copy_bytes"": 1978368, ""scheduled_copy_bytes"": 2527232, ""added_copy_bytes"": 548864, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 548864}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/080/e0/result.json.gz
081,P1,1,official_singlecore_baseline,ok,151795,151795,1.0,,,"{""original_graph_copy_bytes"": 1741140, ""scheduled_copy_bytes"": 1741140, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/081/e0/result.json.gz
082,P1,1,official_singlecore_baseline,ok,721041,721041,1.0,,,"{""original_graph_copy_bytes"": 592006, ""scheduled_copy_bytes"": 592006, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/082/e0/result.json.gz
083,P1,1,official_singlecore_baseline,ok,1057993,1057993,1.0,,,"{""original_graph_copy_bytes"": 1438304, ""scheduled_copy_bytes"": 15372992, ""added_copy_bytes"": 13934688, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 13934688}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/083/e0/result.json.gz
084,P1,1,official_singlecore_baseline,ok,2507412,2507412,1.0,,,"{""original_graph_copy_bytes"": 13236330, ""scheduled_copy_bytes"": 13236330, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/084/e0/result.json.gz
085,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/085/e0/result.json.gz
086,P1,1,official_singlecore_baseline,ok,118403,118403,1.0,,,"{""original_graph_copy_bytes"": 338022, ""scheduled_copy_bytes"": 338022, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/086/e0/result.json.gz
087,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/087/e0/result.json.gz
088,P1,1,official_singlecore_baseline,ok,243623,243623,1.0,,,"{""original_graph_copy_bytes"": 1829798, ""scheduled_copy_bytes"": 1829798, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/088/e0/result.json.gz
089,P1,1,official_singlecore_baseline,ok,693092,693092,1.0,,,"{""original_graph_copy_bytes"": 566400, ""scheduled_copy_bytes"": 566400, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/089/e0/result.json.gz
090,P1,1,official_singlecore_baseline,ok,1178363,1178363,1.0,,,"{""original_graph_copy_bytes"": 2228352, ""scheduled_copy_bytes"": 23461944, ""added_copy_bytes"": 21233592, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 21233592}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/090/e0/result.json.gz
091,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/091/e0/result.json.gz
092,P1,1,official_singlecore_baseline,timeout,,,,,,null,,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/092/e0/result.json.gz
093,P1,1,official_singlecore_baseline,ok,74205,74205,1.0,,,"{""original_graph_copy_bytes"": 714752, ""scheduled_copy_bytes"": 714752, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/093/e0/result.json.gz
094,P1,1,official_singlecore_baseline,ok,94892,94892,1.0,,,"{""original_graph_copy_bytes"": 526692, ""scheduled_copy_bytes"": 526692, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/094/e0/result.json.gz
095,P1,1,official_singlecore_baseline,ok,2084853,2084853,1.0,,,"{""original_graph_copy_bytes"": 11355036, ""scheduled_copy_bytes"": 11355036, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/095/e0/result.json.gz
096,P1,1,official_singlecore_baseline,ok,84194,84194,1.0,,,"{""original_graph_copy_bytes"": 219558, ""scheduled_copy_bytes"": 219558, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/096/e0/result.json.gz
097,P1,1,official_singlecore_baseline,ok,11491509,11491509,1.0,,,"{""original_graph_copy_bytes"": 5046272, ""scheduled_copy_bytes"": 15630336, ""added_copy_bytes"": 10584064, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 10584064}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/097/e0/result.json.gz
098,P1,1,official_singlecore_baseline,ok,177430,177430,1.0,,,"{""original_graph_copy_bytes"": 697994, ""scheduled_copy_bytes"": 697994, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/098/e0/result.json.gz
099,P1,1,official_singlecore_baseline,ok,1622999,1622999,1.0,,,"{""original_graph_copy_bytes"": 2534036, ""scheduled_copy_bytes"": 8018580, ""added_copy_bytes"": 5484544, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 5484544}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/099/e0/result.json.gz
100,P1,1,official_singlecore_baseline,ok,151223,151223,1.0,,,"{""original_graph_copy_bytes"": 454598, ""scheduled_copy_bytes"": 454598, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/100/e0/result.json.gz
